,所在地址,小区名称,总价格,单价,房屋基本信息,房屋交易属性信息,房屋特色
555,"['洪山', '团结大道']",['铁机新居'],['32.5'],['10289'],"{'房屋户型': '1室1厅1厨1卫', '所在楼层': '低楼层 (共32层)', '建筑面积': '31.59㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '东南', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '两梯二十七户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '1室1厅1厨1卫', '所在楼层': '低楼层 (共32层)', '建筑面积': '31.59㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '东南', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '两梯二十七户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '好楼层，视野开阔，采光还可以，价格便宜', '小区介绍': '小区位于武汉市洪山区铁机路板块，由卓峰建设集团有限公司开发，于2019年竣工，房龄较新。小区容积 率 2.36，绿化 率 33%。小区离才汇巷北洋桥西路口公交站约376米，生活配套齐全，居民生活较为便利。', '税费解析': '房源四月份满两年，可过户，个税1个点 契税 1个点，税费低，无抵押无查封'}"
556,"['汉阳', '四新']",['观澜国际'],['89'],['11289'],"{'房屋户型': '2室1厅1厨1卫', '所在楼层': '高楼层 (共34层)', '建筑面积': '78.84㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '2室1厅1厨1卫', '所在楼层': '高楼层 (共34层)', '建筑面积': '78.84㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '此房为精装修两房，老证，后期税少，三高，采光好，配套齐', '小区介绍': '观澜国际 坐落于 江城大道与四新北路交汇处，江城大道可直达二环线，通达武汉三镇，还可直接上杨泗港快速通道，快速抵达钟家村或王家湾地区，双高架免去交通拥堵烦恼。', '周边配套': '综合商场：钟家村商圈、王家湾商圈、经开万达商圈、日本永旺购物、四新10万方综合体、五里墩大型综合体、升官渡休闲购物 休闲娱乐：新区公园、方岛湿地公园、武汉国际博览、海洋公园、武汉体育馆、东方高尔夫球场 医院：泰康同济医院，武汉中医医院', '税费解析': '房屋产权：商品房 首套：个税1%，契税1%；二套：个税1%，契税1%'}"
557,"['江岸', '二七']",['东立国际'],['59.8'],['14661'],"{'房屋户型': '1室1厅1厨1卫', '所在楼层': '高楼层 (共18层)', '建筑面积': '40.79㎡', '户型结构': '平层', '套内面积': '30㎡', '建筑类型': '板塔结合', '房屋朝向': '东 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯八户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '1室1厅1厨1卫', '所在楼层': '高楼层 (共18层)', '建筑面积': '40.79㎡', '户型结构': '平层', '套内面积': '30㎡', '建筑类型': '板塔结合', '房屋朝向': '东 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯八户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '此房老证满5年，后期税费少。一室一厅单价和总价都低。', '小区介绍': '东立国际位于江岸区二七路89号，分为一期 ，二期 ，三期，一期做到人车分流，一期和三期带有地下停车位。小区做到从一室到四室都有户型，满足客户购房需求的户型此房位于三期。', '适宜人群': '适合上班族年轻单身或情侣夫妻过渡，以及养老人群，教育资源丰富，也适合陪读。居家养老教育都行。', '周边配套': '小区旁边就是大型东部购物公园，500米就是壹方北馆。银行有：中国银行、农业银行、民生银行、工商银行、建设银行、兴业银行等多家金融机构，各种餐饮娱乐场'}"
558,"['汉阳', '王家湾']",['惠民苑二期'],['52.8'],['6771'],"{'房屋户型': '2室1厅1厨1卫', '所在楼层': '高楼层 (共18层)', '建筑面积': '77.98㎡', '户型结构': '平层', '套内面积': '77.98㎡', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯五户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '2室1厅1厨1卫', '所在楼层': '高楼层 (共18层)', '建筑面积': '77.98㎡', '户型结构': '平层', '套内面积': '77.98㎡', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯五户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '此房满五唯一，户型方正，装修保养完好，拎包入住。', '适宜人群': '本房室业主婚房，贷款方式不限，适合首付不多的客户，有菜场，公园。', '户型介绍': '此房属于小高层的楼栋，客厅带有阳台，朝南户型，布局合理，户型方正。', '装修描述': '业主自住装修，未出租过，装修保养不错，可直接入住，省去装修烦恼。'}"
559,"['洪山', '白沙洲']",['万科金色城市18地块'],['80'],['10075'],"{'房屋户型': '2室2厅1厨1卫', '所在楼层': '中楼层 (共34层)', '建筑面积': '79.41㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '2室2厅1厨1卫', '所在楼层': '中楼层 (共34层)', '建筑面积': '79.41㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '万科精装两房 小区中间位置 看房方便 老证诚心卖', '小区介绍': '万科品牌开发商，小区环境优美，配套万科物业，24小时坚守岗位，可随时呼叫保安帮忙，小区大门门禁，单元门禁，一人一卡防止尾随，住的安心家人放心。', '周边配套': '公园：江滩公园100米，商Chao：武商量贩，龙湖天街AB馆，洪山万科广场等，医院：武科大德康医院，省妇幼洪山分院，省人民洪山分院', '交通出行': '公交593，632,636，653，可直达武昌火车站，南湖，街道口汉阳，三环线白沙洲大桥直达光谷和汉阳,武金堤大道可直达武昌火车站和司门口与沿江大道无缝连接至积玉桥，徐东，3公里地铁5号线已经通车，500米地铁12号线（在建中预计2024年通车）。'}"
560,"['东湖高新', '关山大道']",['保利茉莉公馆'],['140'],['17945'],"{'房屋户型': '2室2厅1厨1卫', '所在楼层': '中楼层 (共34层)', '建筑面积': '78.02㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '东 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯六户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '2室2厅1厨1卫', '所在楼层': '中楼层 (共34层)', '建筑面积': '78.02㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '东 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯六户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '此房格局好，采光好，视野宽阔，采光充足，配套设施齐全，', '小区介绍': '保利大开发商，，公园，商场，地铁都有，环境优美\n\n保利茉莉公馆是保利地产在武汉的第二个公馆项目，小区定位致力于高档小区，致力于打造东南亚风情园林。另外小区配备保利物业属于上市物业管理公司，在软实力上更进一步提升小区的整体水平', '适宜人群': '本房婚房装修，人文环境好，适合一家三口居住，配套好，有菜场，公园。带电梯，不临街，距离医院近', '周边配套': '地铁2号线南延线华中科技大学站830米，11号线关山大道站在建中50米，公交关山街站100米，有轨电车T1号线雄楚大道站240米，BRT快速公交关山大道站680米。', '装修描述': '保养很好，精装自主房，环保材料，可以直接拎包住，采光楼层好，\n茉莉.2房.宽阳台，采光好.满二.交易便捷'}"
561,"['江岸', '塔子湖']",['首地云梦台'],['215'],['19587'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '低楼层 (共32层)', '建筑面积': '109.77㎡', '户型结构': '平层', '套内面积': '86.8㎡', '建筑类型': '板塔结合', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '低楼层 (共32层)', '建筑面积': '109.77㎡', '户型结构': '平层', '套内面积': '86.8㎡', '建筑类型': '板塔结合', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '此房证满2年，带装修，业主诚心卖，出行交通方便', '小区介绍': '万科物业加持，玻璃幕墙，小区整体抬高3米，从1号门上电梯入小区，进门有喷泉，篮球场，500米环形跑道。围合式建筑使小区更开阔', '周边配套': '中百仓储、新塘万科城市广场、南国北都广场、永旺梦乐城、汉口城市广场，塔子湖体育场，海洋世界，武汉城市客厅，武汉市第二人民医院，华南果批、华南海鲜。坐拥吃、喝、玩、乐商圈繁华，享城市生活圈。', '装修描述': '全屋精装修，业主自住的，没有出租过，房屋保养很好，基本可以拎包入住。', '交通出行': '地铁8号线塔子湖站，10条公交路线贯穿武汉。驾车即达二环线入口，汉口、武昌随意畅行。出行汉口中城区、天河机场、武昌、青山四通八达。'}"
562,"['黄陂', '盘龙城']",['F、雅园'],['37'],['7253'],"{'房屋户型': '1室1厅1厨1卫', '所在楼层': '低楼层 (共17层)', '建筑面积': '51.02㎡', '户型结构': '平层', '套内面积': '41.12㎡', '建筑类型': '塔楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯六户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '1室1厅1厨1卫', '所在楼层': '低楼层 (共17层)', '建筑面积': '51.02㎡', '户型结构': '平层', '套内面积': '41.12㎡', '建筑类型': '塔楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯六户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '满五老证税费低，门口就有公交站牌，万达广场，麦德龙', '小区介绍': '小区配套设施齐全，门口公交296.298.229.286.265等直达武汉三镇，与市民之家一桥之隔，小区地理位置好，绿 化率高，物业成熟，24小时保安巡逻，居民素质高，停车位充足，建有地上停车场和地下车库，小区有公园，清晨或傍晚，漫步，温馨而惬意', '户型介绍': '正一室一厅，户型好，阳光充足，毛坯房，装修自由 适合上班族，居家，刚需.', '周边配套': '万达广场、环球广场、麦德龙等逛街去处；简朴寨、黄泥岗、三五酒店等大型餐饮；银兴国际电影院、恒大影城等'}"
563,"['东湖高新', '关西长职']",['金地天悦二期'],['168'],['16775'],"{'房屋户型': '3室2厅1厨1卫', '所在楼层': '高楼层 (共33层)', '建筑面积': '100.15㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨1卫', '所在楼层': '高楼层 (共33层)', '建筑面积': '100.15㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '天悦睿府小三房，高楼层，自住精装次新房，一线观湖，产证满二', '小区介绍': '小区由金地集团开发承建，是金地在武汉的标志性革新建筑小区，小区采用人车分流，绿化高，配套有儿童游乐和老年活动设施，小区物业由深圳金地物业负责管理，每栋楼专门的管家服务，对小区日常护细致用心，进出门禁，保安全勤执岗，业主的财产安全', '户型介绍': '本套房源是正规的三房两厅一厨一卫户型，主卧次卧都朝南，这样可以保证房间每个功能间的采光和通风效果，厨房和卫生间都是明厨明卫，户型方正，浪费空间小，居住舒适度高，高楼层视野开阔可观南湖', '周边配套': '金地雄楚一号购物广场，悦活里购物chao市，幸福蓝海国际影城，虾皇，海底捞火锅，华润苏果chao市，星巴克咖啡厅，KTV酒吧，华鲜生集贸市场，平时生活购物都很方便，医疗配套：湖北省荣军医院、湖北省中医院、武汉市第三医院', '交通出行': '小区出西门就是公交车站台，有556路公交和728路公交车，可以直达武昌火车站，途经二号线光谷广场站地铁口，小区北门出行大约500米到达雄楚大道BRT快速公交，开车出行可以直接上到雄楚大道高架轻松助您到达武汉三镇，小区距离1.5公里是杨家湾地铁站'}"
564,"['东西湖', '金银湖']",['庭瑞新汉口'],['137'],['11847'],"{'房屋户型': '4室2厅1厨2卫', '所在楼层': '低楼层 (共34层)', '建筑面积': '115.65㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '4室2厅1厨2卫', '所在楼层': '低楼层 (共34层)', '建筑面积': '115.65㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '生活交通方便，采光好，南面花园，实用户型。', '周边配套': '配套基本齐全，上学方便，店子挺多的，楼下就有商街，中百仓储，麦当劳，电影院（装修），大型生鲜市场就在旁边小区。西面是金银湖绿道，环境优美，空气好。协和医院金银湖院区距离4公里（高德地图）。', '税费解析': '此房已满两年，购买此房，首套：缴纳个税1%，契税1.5%；二套：个税1%，2%契税。', '交通出行': '出行方便，有公交318路，217路，356路，93路，71路，地铁7号线马池站。'}"
565,"['洪山', '团结大道']",['保利城一期'],['137'],['14903'],"{'房屋户型': '3室2厅1厨1卫', '所在楼层': '中楼层 (共51层)', '建筑面积': '91.93㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '三梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨1卫', '所在楼层': '中楼层 (共51层)', '建筑面积': '91.93㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '三梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '武昌徐东 次新小区 央企保利物业 高层 采光日照好', '小区介绍': '保利城项目位于武汉市二环内洪山区，武昌徐东团结大道与铁机路交汇处，内环心约150万方城市综合体，出小区交通便捷，小区建成于2015年，属于一个比较成熟的次新花园小区，小区环境安静整洁，有安保人员巡逻，为入住业主保驾护航。', '周边配套': '武汉保利城是人文之城，社区自身规划的2座幼儿园；金融方面：农业 工商 浦发 招商 中兴 建设 广发 中行等各类银行都有；娱乐购物：群星城、销品茂等，周末休闲可以去到东湖绿道、欢乐谷、玛雅海滩等', '交通出行': '地铁12号线团结大道站，十几条公交线路:64路内环, 215路,402路,502路, 530路内环, 534路, 540路,542路,552路,554路,573路, 577路, 581路, 583..小区出门即是公交车站，经过公交线路达28条之多，去往汉口、汉阳，交通便捷。'}"
566,"['东湖高新', '金融港']",['当代国际花园四期'],['159'],['18312'],"{'房屋户型': '2室1厅1厨1卫', '所在楼层': '高楼层 (共30层)', '建筑面积': '86.83㎡', '户型结构': '平层', '套内面积': '69.12㎡', '建筑类型': '塔楼', '房屋朝向': '西南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯六户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '2室1厅1厨1卫', '所在楼层': '高楼层 (共30层)', '建筑面积': '86.83㎡', '户型结构': '平层', '套内面积': '69.12㎡', '建筑类型': '塔楼', '房屋朝向': '西南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯六户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '当代 四期 电梯两居室 满五年唯一  楼龄新 有车位', '小区介绍': '由当代集团开发 当代力天物业，共有四期开发，四期是2012-2016年建成，产品户型多样化，有40多平米的一居室 80平左右的两居室 120平米的三居室和150多的四居室。', '周边配套': '小区配套齐全，小区门口就是小型的购物街，可以满足基本的生活购物方便', '交通出行': '小区东门是2号线金融港北站，出门也可以坐公交车，也开车直接上高架，很方便。'}"
567,"['汉阳', '王家湾']",['桥西社区'],['64'],['13690'],"{'房屋户型': '1室1厅1厨1卫', '所在楼层': '中楼层 (共7层)', '建筑面积': '46.75㎡', '户型结构': '平层', '套内面积': '46.75㎡', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '混合结构', '装修情况': '其他', '梯户比例': '暂无数据', '配备电梯': '无', '楼层高度': '暂无数据'}","{'房屋户型': '1室1厅1厨1卫', '所在楼层': '中楼层 (共7层)', '建筑面积': '46.75㎡', '户型结构': '平层', '套内面积': '46.75㎡', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '混合结构', '装修情况': '其他', '梯户比例': '暂无数据', '配备电梯': '无', '楼层高度': '暂无数据'}","{'核心卖点': '此房屋已办证，通透格局好，楼层好，视野宽阔，采光充足', '周边配套': '，此房生活方便，有大型的生鲜市场，大型购物家乐福，沃尔玛，摩尔城，汉商购物广场', '交通出行': '交通出行：出门口500米左右就是公交车站，1000米以内3.4号线地铁口，出行方便，交通便利交通好公交：204、205、208、222、520、531、537、541、556、575、579、580、597、646、649、710、720、808路等公交路线.'}"
568,"['江夏', '纸坊']",['世纪庭苑'],['79'],['7590'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '低楼层 (共17层)', '建筑面积': '104.09㎡', '户型结构': '平层', '套内面积': '83.89㎡', '建筑类型': '板塔结合', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '低楼层 (共17层)', '建筑面积': '104.09㎡', '户型结构': '平层', '套内面积': '83.89㎡', '建筑类型': '板塔结合', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '房子满五年，通透户型，得房率高，小区地段好', '周边配套': '纸坊中的位置，地理位置好，交通便利，购物有九全嘉购物广场，沃尔码购物广场，中百百货，交通有地铁，908.903.902.地铁7号线北华街站可直达武汉，世纪广场，谭鑫培公园近，银行，医院等配套齐全', '权属抵押': '目前这个房产是没有抵押的 贷款早已结清 业主对客户的首付没有要求', '交通出行': '7号线地铁已经正式运行可搭乘出行相当方便，小区位于北华街旁，905.908.903.902.901可直达武汉。'}"
569,"['武昌', '南湖沃尔玛']",['华锦花园四期'],['210'],['24368'],"{'房屋户型': '2室1厅1厨1卫', '所在楼层': '中楼层 (共11层)', '建筑面积': '86.18㎡', '户型结构': '平层', '套内面积': '72.58㎡', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '一梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '2室1厅1厨1卫', '所在楼层': '中楼层 (共11层)', '建筑面积': '86.18㎡', '户型结构': '平层', '套内面积': '72.58㎡', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '一梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '此房位于小区中间位置，闹中取静，不临街，看房随时方便', '小区介绍': '华锦是一个体量很大的社区，一共分为4期，一期二期在地铁7号线旁，华锦西门就是建安街C出口，小区里面有一条很宽阔的步行街，适合娱乐休闲带娃遛狗，小区里面有棋牌室培训机构，地下停车库贯通整个小区，相对于其他小区来说，华锦是比较好停车的', '装修描述': '19年新装，只住了1年，居家装修，没有漏水，因为自住保养的比较好，拎包入住，降低后期成本', '交通出行': '小区位于恒安路、平安路之间，富安街与建安街的交汇处，七号线建安街站正地铁口。'}"
570,"['江夏', '纸坊']",['江夏府雅园'],['120'],['11438'],"{'房屋户型': '3室2厅1厨1卫', '所在楼层': '高楼层 (共28层)', '建筑面积': '104.92㎡', '户型结构': '平层', '套内面积': '82㎡', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨1卫', '所在楼层': '高楼层 (共28层)', '建筑面积': '104.92㎡', '户型结构': '平层', '套内面积': '82㎡', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '小区全新，人车分离，户型好，楼层好，可以拎包入住；', '小区介绍': '小区绿化蛮好，人车分流，地理位置也比较居中，是梦想之中的住宅；', '户型介绍': '三房两厅一卫户型  三功能间朝南，视野很好，可以直接拎包入住；', '周边配套': '旁边有九全嘉国际广场，北华街地铁，公交配套都齐全，背书包就在背后。'}"
571,"['蔡甸', '蔡甸城区']",['碧桂园学府壹号'],['65'],['6058'],"{'房屋户型': '3室2厅1厨1卫', '所在楼层': '中楼层 (共33层)', '建筑面积': '107.3㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '塔楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '其他', '梯户比例': '两梯三户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨1卫', '所在楼层': '中楼层 (共33层)', '建筑面积': '107.3㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '塔楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '其他', '梯户比例': '两梯三户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '通透户型，中间楼层，三房两厅两卫，采光好，房东诚意出售', '户型介绍': '房子在中间楼层，阳光充足，视野开阔，户型结构好，全明结构主次卧室带飘窗，客厅带朝南大阳台', '周边配套': '小区离新庙村地铁口100米出行方便，小区自带幼儿园，离长春街蔡甸分校100米，小区自带街满足生活需求', '税费解析': '本房证满两年 个税1% 后期契税首套1.5%二套2%。三套3%'}"
572,"['黄陂', '盘龙城']",['名流人和天地三期'],['62'],['4589'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '高楼层 (共11层)', '建筑面积': '135.11㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '毛坯', '梯户比例': '一梯两户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '高楼层 (共11层)', '建筑面积': '135.11㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '毛坯', '梯户比例': '一梯两户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '毛坯大三房 老证 税少 总价低 面积大 随意装修', '小区介绍': '名流人和天地位于盘龙城经济开发区内，该地块拥有3600米绵长湖岸线，1.5万亩湖光水影。小区共开发六期，总建筑面积108万平米，绿/化率高达37%，产品涵盖普通住宅，小高层住宅及高层住宅多种类型，同时还有名流校区', '周边配套': '购物：中百仓储 武商量贩店 公园：盘龙城遗址公园 医院：盘龙城人民医院，武汉一医院疗养', '交通出行': '291.229.298.296路公交至巨龙大道可达小区。 距离地铁2号线巨龙大道站差不多2公里 ，距离天河机场约6公里，汉口火车站约5公里，'}"
573,"['黄陂', '盘龙城']",['F阳光城'],['53'],['5632'],"{'房屋户型': '2室1厅1厨1卫', '所在楼层': '中楼层 (共24层)', '建筑面积': '94.12㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '塔楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '毛坯', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '2室1厅1厨1卫', '所在楼层': '中楼层 (共24层)', '建筑面积': '94.12㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '塔楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '毛坯', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '麦德龙商圈，毛坯两房，朝南，高层采光好，老证少税', '户型介绍': '全朝南的两房，客厅带阳台，卧室带飘窗，明厨明卫，户型方正，没有浪费面积，高层采光好，前后没有遮挡', '周边配套': '小区配套设施齐全，银行，菜场，都有，出门右边一站路是麦德龙生活商场，银兴国际影城，左边是天纵城广场，三五酒店，中百仓储，环球影城，吃喝玩乐一站式消费', '税费解析': '：\n房子是70年产权的商品房，房产证满两年，为您省去5.3的增值税，首套只需缴纳1.5%的契税，1%的个人所得税'}"
574,"['沌口开发区', '沌口']",['东风阳光城四期'],['117'],['11608'],"{'房屋户型': '3室2厅1厨1卫', '所在楼层': '中楼层 (共18层)', '建筑面积': '100.8㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯三户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨1卫', '所在楼层': '中楼层 (共18层)', '建筑面积': '100.8㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯三户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '房子楼层很好采光和通风都很不错南北通透电梯小高层边户', '小区介绍': '小区位于武汉经济开发区车城西路与沌阳大道交汇处，本楼盘由东风公司开发的纯电梯新小区，物业为华润物业管理有限公司，小区环境优美，住户多为东风公司高管，人文素养高，小区内24小时有保安巡逻，内有监控，小区门口有保安，小区安全性高，属于品质小区', '户型介绍': '南北通透电梯小高层边户居住舒适采光和通风都很不错装修是简约风简单实用', '适宜人群': '小区房龄新，环境优美，鸟语花香，人文素质高，多为东风公司集团的人，居住环境良好，适合年轻家庭带小孩上学和比较讲究的养老一族，本房会令您满意，通风采光好'}"
