,房屋名称,房屋价格,房屋信息,房屋设施,房屋费用
1196,合租·东原启城三/四期 4居室 南卧,890,"['基本信息', '面积：9.31㎡', '朝向：南', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：11/40层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1年', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '934', '押金 ': '934', '服务费 ': '93.4', '中介费 ': '0'}"
1197,整租·芷岸龙庭 2室2厅 南,1300,"['基本信息', '面积：90.98㎡', '朝向：南', '\xa0', '维护：4天前', '入住：随时入住', '\xa0', '楼层：中楼层/33层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '半年付', '租金 ': '1300', '押金 ': '1300', '服务费 ': '0', '中介费 ': '需咨询'}"
1198,整租·宝利金二期中央荣御 3室1厅 南,5000,"['基本信息', '面积：97.00㎡', '朝向：南', '\xa0', '维护：12天前', '入住：随时入住', '\xa0', '楼层：高楼层/33层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '5000', '押金 ': '5000', '服务费 ': '0', '中介费 ': '需咨询'}"
1199,整租·汉飞又一城 1室1厅 南,3000,"['基本信息', '面积：38.29㎡', '朝向：南', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：中楼层/18层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '3000', '押金 ': '3000', '服务费 ': '0', '中介费 ': '需咨询'}"
1200,整租·胜利街308号 1室1厅 东南,1400,"['基本信息', '面积：48.95㎡', '朝向：东南', '\xa0', '维护：5天前', '入住：随时入住', '\xa0', '楼层：高楼层/8层', '电梯：无', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1400', '押金 ': '1400', '服务费 ': '0', '中介费 ': '需咨询'}"
1201,合租·南湖名都A区 3居室 南卧,900,"['基本信息', '面积：25.00㎡', '朝向：南', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：6/18层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：2~12个月', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '900', '押金 ': '900', '服务费 ': '200', '中介费 ': '0'}"
1202,整租·汉阳区二合村 2室1厅 南,900,"['基本信息', '面积：58.66㎡', '朝向：南', '\xa0', '维护：8天前', '入住：随时入住', '\xa0', '楼层：高楼层/7层', '电梯：无', '\xa0', '车位：暂无数据', '用水：暂无数据', '\xa0', '用电：暂无数据', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '900', '押金 ': '900', '服务费 ': '0', '中介费 ': '需咨询'}"
1203,合租·东方名园 4居室 南卧,800,"['基本信息', '面积：18.00㎡', '朝向：南', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：12/12层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：6~12个月', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '850', '押金 ': '850', '服务费 ': '425', '中介费 ': '0'}"
1204,合租·兰庭居 4居室 南卧,1000,"['基本信息', '面积：25.00㎡', '朝向：南', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：7/9层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：6~12个月', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1000', '押金 ': '1000', '服务费 ': '500', '中介费 ': '0'}"
1205,整租·碧海花园 3室2厅 南/北,2600,"['基本信息', '面积：136.00㎡', '朝向：南 北', '\xa0', '维护：13天前', '入住：随时入住', '\xa0', '楼层：中楼层/19层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '2600', '押金 ': '2600', '服务费 ': '0', '中介费 ': '需咨询'}"
1206,整租·卧龙丽景湾一期 3室2厅 南/北,2400,"['基本信息', '面积：122.15㎡', '朝向：南 北', '\xa0', '维护：4天前', '入住：随时入住', '\xa0', '楼层：低楼层/6层', '电梯：无', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '2400', '押金 ': '2400', '服务费 ': '0', '中介费 ': '需咨询'}"
1207,整租·恒大龙城 3室2厅 东南,1800,"['基本信息', '面积：125.77㎡', '朝向：东南', '\xa0', '维护：12天前', '入住：随时入住', '\xa0', '楼层：中楼层/12层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1800', '押金 ': '1800', '服务费 ': '0', '中介费 ': '需咨询'}"
1208,整租·盛世东方 2室2厅 南/西,2600,"['基本信息', '面积：85.76㎡', '朝向：南 西', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：高楼层/26层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '2600', '押金 ': '2600', '服务费 ': '0', '中介费 ': '需咨询'}"
1209,整租·常青花园三小区 2室1厅 南/北,1400,"['基本信息', '面积：71.11㎡', '朝向：南 北', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：高楼层/7层', '电梯：无', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1400', '押金 ': '1400', '服务费 ': '0', '中介费 ': '需咨询'}"
1210,整租·都市兰亭 3室2厅 南/北,3600,"['基本信息', '面积：132.94㎡', '朝向：南 北', '\xa0', '维护：1天前', '入住：随时入住', '\xa0', '楼层：中楼层/17层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：2年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '3600', '押金 ': '3600', '服务费 ': '0', '中介费 ': '需咨询'}"
1211,整租·新华锦绣 3室2厅 南/北,2800,"['基本信息', '面积：129.19㎡', '朝向：南 北', '\xa0', '维护：3天前', '入住：随时入住', '\xa0', '楼层：低楼层/23层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：3年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '2800', '押金 ': '2800', '服务费 ': '0', '中介费 ': '需咨询'}"
1212,整租·省电社区 2室2厅 南,2400,"['基本信息', '面积：103.15㎡', '朝向：南', '\xa0', '维护：10天前', '入住：暂无数据', '\xa0', '楼层：中楼层/5层', '电梯：无', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：集中供暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '需咨询', '租金 ': '2400', '押金 ': '2400', '服务费 ': '0', '中介费 ': '需咨询'}"
1213,整租·水陆小区 2室1厅 南/北,1200,"['基本信息', '面积：50.00㎡', '朝向：南 北', '\xa0', '维护：13天前', '入住：随时入住', '\xa0', '楼层：高楼层/8层', '电梯：无', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1200', '押金 ': '1200', '服务费 ': '0', '中介费 ': '需咨询'}"
1214,整租·碧桂园生态城水蓝湾 6室2厅 南/北,13500,"['基本信息', '面积：183.59㎡', '朝向：南 北', '\xa0', '维护：15天前', '入住：随时入住', '\xa0', '楼层：低楼层/3层', '电梯：无', '\xa0', '车位：免费使用', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：3年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '13500', '押金 ': '13500', '服务费 ': '0', '中介费 ': '需咨询'}"
1215,合租·天下龙岭广场 4居室 南卧,900,"['基本信息', '面积：20.00㎡', '朝向：南', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：20/29层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：6~12个月', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '900', '押金 ': '900', '服务费 ': '450', '中介费 ': '0'}"
1216,合租·复地东湖国际七期 5居室 南卧,2190,"['基本信息', '面积：19.82㎡', '朝向：南', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：16/32层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1~2年', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '2299', '押金 ': '2299', '服务费 ': '229.9', '中介费 ': '0'}"
1217,整租·福星惠誉水岸星城C区 3室1厅 南,2800,"['基本信息', '面积：85.93㎡', '朝向：南', '\xa0', '维护：9天前', '入住：随时入住', '\xa0', '楼层：低楼层/31层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '2800', '押金 ': '2800', '服务费 ': '0', '中介费 ': '需咨询'}"
1218,合租·政通壹公馆 4居室 北卧,1230,"['基本信息', '面积：10.00㎡', '朝向：北', '\xa0', '维护：1天前', '入住：随时入住', '\xa0', '楼层：3/20层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1~2年', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '1291', '押金 ': '1291', '服务费 ': '129.1', '中介费 ': '0'}"
1219,合租·泷悦华府 4居室 东卧,860,"['基本信息', '面积：6.60㎡', '朝向：东', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：15/27层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1年', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '903', '押金 ': '903', '服务费 ': '90.3', '中介费 ': '0'}"
1220,整租·南国中心 3室2厅 南,6000,"['基本信息', '面积：137.13㎡', '朝向：南', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：中楼层/31层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '6000', '押金 ': '6000', '服务费 ': '0', '中介费 ': '需咨询'}"
1221,合租·凯旋名居 4居室 南卧,960,"['基本信息', '面积：12.20㎡', '朝向：南', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：22/31层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1~2年', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '1008', '押金 ': '1008', '服务费 ': '100.8', '中介费 ': '0'}"
1222,整租·泛海国际兰海园 5室3厅 东/南/北,16000,"['基本信息', '面积：285.98㎡', '朝向：东 南 北', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：高楼层/32层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：3年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '16000', '押金 ': '16000', '服务费 ': '0', '中介费 ': '需咨询'}"
1223,整租·联享企业中心 2室1厅 东北,2700,"['基本信息', '面积：78.29㎡', '朝向：东北', '\xa0', '维护：2天前', '入住：随时入住', '\xa0', '楼层：高楼层/12层', '电梯：有', '\xa0', '车位：暂无数据', '用水：商水', '\xa0', '用电：商电', '燃气：无', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '需咨询', '租金 ': '2700', '押金 ': '2700', '服务费 ': '0', '中介费 ': '需咨询'}"
1224,整租·碧桂园生态城剑桥郡 3室2厅 南/北,3300,"['基本信息', '面积：124.67㎡', '朝向：南 北', '\xa0', '维护：12天前', '入住：随时入住', '\xa0', '楼层：高楼层/11层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '3300', '押金 ': '3300', '服务费 ': '0', '中介费 ': '需咨询'}"
1225,整租·武汉天地云廷2期 3室2厅 东,23000,"['基本信息', '面积：175.98㎡', '朝向：东', '\xa0', '维护：2天前', '入住：随时入住', '\xa0', '楼层：高楼层/53层', '电梯：有', '\xa0', '车位：租用车位', '用水：暂无数据', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：2年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '23000', '押金 ': '23000', '服务费 ': '0', '中介费 ': '需咨询'}"
1226,整租·九天公寓 3室2厅 南,2600,"['基本信息', '面积：99.95㎡', '朝向：南', '\xa0', '维护：14天前', '入住：随时入住', '\xa0', '楼层：高楼层/9层', '电梯：无', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '2600', '押金 ': '2600', '服务费 ': '0', '中介费 ': '需咨询'}"
1227,整租·金都汉宫 3室2厅 南/西南,6200,"['基本信息', '面积：145.53㎡', '朝向：南 西南', '\xa0', '维护：7天前', '入住：随时入住', '\xa0', '楼层：高楼层/13层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '6200', '押金 ': '6200', '服务费 ': '0', '中介费 ': '需咨询'}"
1228,合租·汉口城市广场一期 5居室 南卧,1030,"['基本信息', '面积：12.50㎡', '朝向：南', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：2/33层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：7~12个月', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '1081', '押金 ': '1081', '服务费 ': '108.1', '中介费 ': '0'}"
1229,合租·东原启城三/四期 4居室 北卧,790,"['基本信息', '面积：9.42㎡', '朝向：北', '\xa0', '维护：1天前', '入住：随时入住', '\xa0', '楼层：6/40层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1~2年', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '829', '押金 ': '829', '服务费 ': '82.9', '中介费 ': '0'}"
1230,合租·保利时代南区 4居室 南卧,1430,"['基本信息', '面积：12.00㎡', '朝向：南', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：11/18层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1~2年', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '1501', '押金 ': '1501', '服务费 ': '150.1', '中介费 ': '0'}"
1231,整租·解放大道2048堤角小区 3室1厅 南,1500,"['基本信息', '面积：93.84㎡', '朝向：南', '\xa0', '维护：5天前', '入住：随时入住', '\xa0', '楼层：中楼层/7层', '电梯：无', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1500', '押金 ': '1500', '服务费 ': '0', '中介费 ': '需咨询'}"
1232,整租·星海虹城 3室2厅 南,4300,"['基本信息', '面积：133.71㎡', '朝向：南', '\xa0', '维护：8天前', '入住：随时入住', '\xa0', '楼层：高楼层/23层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：集中供暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '4300', '押金 ': '4300', '服务费 ': '0', '中介费 ': '需咨询'}"
1233,合租·揽胜公园 4居室 南卧,760,"['基本信息', '面积：7.60㎡', '朝向：南', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：18/31层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：2~24个月', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '798', '押金 ': '798', '服务费 ': '79.8', '中介费 ': '0'}"
1234,合租·万科魅力之城北区 5居室 北卧,930,"['基本信息', '面积：7.40㎡', '朝向：北', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：4/18层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：7~12个月', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '976', '押金 ': '976', '服务费 ': '97.6', '中介费 ': '0'}"
1235,合租·中国铁建国际城 3居室 南/北卧,900,"['基本信息', '面积：30.00㎡', '朝向：南 北', '\xa0', '维护：2天前', '入住：随时入住', '\xa0', '楼层：低楼层/33层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '900', '押金 ': '900', '服务费 ': '0', '中介费 ': '需咨询'}"
1236,合租·剑桥铭邸 4居室 东南/南卧,1300,"['基本信息', '面积：20.00㎡', '朝向：东南 南', '\xa0', '维护：3天前', '入住：随时入住', '\xa0', '楼层：中楼层/11层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1300', '押金 ': '1300', '服务费 ': '0', '中介费 ': '需咨询'}"
1237,合租·东辉花园 4居室 北卧,1330,"['基本信息', '面积：12.20㎡', '朝向：北', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：5/11层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1~2年', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '1396', '押金 ': '1396', '服务费 ': '139.6', '中介费 ': '0'}"
1238,合租·剑桥铭邸 4居室 南卧,1200,"['基本信息', '面积：18.00㎡', '朝向：南', '\xa0', '维护：8天前', '入住：随时入住', '\xa0', '楼层：中楼层/11层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1200', '押金 ': '1200', '服务费 ': '0', '中介费 ': '需咨询'}"
1239,合租·万科城市花园 3居室 北卧,1090,"['基本信息', '面积：8.00㎡', '朝向：北', '\xa0', '维护：1天前', '入住：随时入住', '\xa0', '楼层：2/9层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1~2年', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '1144', '押金 ': '1144', '服务费 ': '114.4', '中介费 ': '0'}"
1240,整租·福星惠誉榜YOUNG 1室1厅 东南,1150,"['基本信息', '面积：50.00㎡', '朝向：东南', '\xa0', '维护：1天前', '入住：随时入住', '\xa0', '楼层：高楼层/27层', '电梯：有', '\xa0', '车位：暂无数据', '用水：商水', '\xa0', '用电：商电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1150', '押金 ': '1150', '服务费 ': '0', '中介费 ': '需咨询'}"
