ID,type,type,coordinates,小区名,区域,户型,面积,朝向,装修风,楼层,房屋类,价格,备注,链接,properties.经纬度,properties.NEAR_FID,properties.NEAR_DIST,latitude,longitude
1292,Feature,Point,"[114.386245116, 30.5993559111]",福星惠誉东湖城三期,团结大道,3室2厅,108.01平米,南 北,精装,中楼层(共32层),板塔结合,235万,二环内星湖公馆通透三房全屋40万装修加智能家电,https://wh.lianjia.com/ershoufang/104110170578.html,"114.386333,30.599389",134511,9.39071710476e-05,114.386245116,30.5993559111
1293,Feature,Point,"[114.23185588, 30.5767258718]",中建御景星城,宗关,3室2厅,126.16平米,南,毛坯,低楼层(共34层),板塔结合,260万,中建纯毛坯，三房，价格低，房东诚售。,https://wh.lianjia.com/ershoufang/104110296367.html,"114.232095,30.577492",31862,0.000802577778981,114.23185588,30.5767258718
1294,Feature,Point,"[114.267042, 30.620539]",顶琇国际城,唐家墩,3室2厅,90.41平米,南,精装,中楼层(共48层),板塔结合,188万,唐家墩6号线站 新小区环境优美 带固定车位一起出售,https://wh.lianjia.com/ershoufang/104109064759.html,"114.267042,30.620539",53483,0.0,114.267042,30.620539
1295,Feature,Point,"[114.416287, 30.405538]",保利清能西海岸北区,藏龙岛,3室2厅,106.58平米,南,精装,低楼层(共11层),板楼,145万,保利清能西海岸北区洋房，中间楼层自住装修，产证满二,https://wh.lianjia.com/ershoufang/104109125033.html,"114.416287,30.405538",151625,0.0,114.416287,30.405538
1296,Feature,Point,"[114.335833356, 30.4935781459]",大华南湖公园世家一期,珞狮南路,3室2厅,118.76平米,南 北,精装,低楼层(共6层),板楼,285万,大华一期精装修南北通透大三房，带大露台，有车位,https://wh.lianjia.com/ershoufang/104109565546.html,"114.336071,30.493601",107726,0.000238740404176,114.335833356,30.4935781459
1297,Feature,Point,"[114.410552, 30.649724]",七星富利天城,青山,4室2厅,137.15平米,南,精装,高楼层(共32层),板楼,147万,一线江景房，双阳台，通透四房，满五唯一楼层好视野佳,https://wh.lianjia.com/ershoufang/104109695763.html,"114.410552,30.649724",146820,0.0,114.410552,30.649724
1298,Feature,Point,"[114.247351595, 30.618345464]",福星城南区,长港路,3室2厅,97.64平米,南 北,简装,低楼层(共32层),板塔结合,140万,此房老证，户型格局好，明厨明卫，楼层好，采光通风好,https://wh.lianjia.com/ershoufang/104109703529.html,"114.247347,30.618360",40419,1.52450384695e-05,114.247351595,30.618345464
1299,Feature,Point,"[114.344293757, 30.6640539782]",锦湖金利花园二期,堤角,2室2厅,96.01平米,南,精装,高楼层(共18层),塔楼,117万,此房是老证，没有遮挡，产权清晰，业主置换，诚心出售,https://wh.lianjia.com/ershoufang/104109565860.html,"114.344328,30.664015",111447,5.1883522649e-05,114.344293757,30.6640539782
1300,Feature,Point,"[114.443781, 30.506015]",新世界恒大华府,华科大,3室2厅,111.76平米,南,精装,中楼层(共28层),板塔结合,258万,新世界恒大华府三房 满二 号楼层 诚意出售,https://wh.lianjia.com/ershoufang/104110400133.html,"114.443781,30.506015",163410,0.0,114.443781,30.506015
1301,Feature,Point,"[114.433604615, 30.4435161484]",金地艺境,金融港,4室2厅,124.57平米,南 北,精装,中楼层(共34层),板楼,272万,金地艺境四房 产证满二 小区中间位置 好楼层,https://wh.lianjia.com/ershoufang/104110071831.html,"114.435296,30.443532",160101,0.00169145927853,114.433604615,30.4435161484
1302,Feature,Point,"[114.323743092, 30.582108828]",绿地国际理想城五期,光谷南,3室1厅,97.38平米,南 北,精装,低楼层(共26层),板楼,181万,精装满二边户小三房采光好视野佳 带家具家电,https://wh.lianjia.com/ershoufang/104110592536.html,"114.323567,30.582324",97443,0.000278042050801,114.323743092,30.582108828
1303,Feature,Point,"[114.374283552, 30.4535438088]",光谷地产湾郡,三环南,3室2厅,118.97平米,南,其他,高楼层(共20层),板楼,180万,湾郡边户可以看湖景的高楼层。产证满2年。湖畔待有缘,https://wh.lianjia.com/ershoufang/104109419977.html,"114.374403,30.453569",129943,0.000122075740849,114.374283552,30.4535438088
1304,Feature,Point,"[114.32121112, 30.5512107013]",百花居AD区,中南丁字桥,3室2厅,127.81平米,东南,简装,低楼层(共31层),板楼,230万,小龟山地铁口百花居电梯房  通透户型  3室2厅2卫出售,https://wh.lianjia.com/ershoufang/104108677138.html,"114.321051,30.550724",97719,0.00051236358696,114.32121112,30.5512107013
1305,Feature,Point,"[114.328502245, 30.4966613756]",金地格林小城梦茵区,南湖沃尔玛,3室2厅,123.55平米,南 北,精装,高楼层(共11层),板楼,250万,此房带地暖，采光充足无遮挡，一梯两户公摊小,https://wh.lianjia.com/ershoufang/104109595293.html,"114.328526,30.496757",102126,9.85309137607e-05,114.328502245,30.4966613756
1306,Feature,Point,"[114.372137466, 30.5164699253]",新凯山泉居小区,虎泉杨家湾,3室2厅,132.13平米,南 北,精装,中楼层(共13层),板楼,328万,山全居大三房 产证满五年税少 带电梯带电梯 南北通透,https://wh.lianjia.com/ershoufang/104109625349.html,"114.372128,30.515836",128145,0.000633995970962,114.372137466,30.5164699253
1307,Feature,Point,"[114.318782697, 30.4705475872]",保利心语九期,珞狮南路,3室2厅,120.6平米,南 北,精装,高楼层(共33层),板塔结合,222万,房本满五年，精装修拎包住，采光视野好，业主诚售,https://wh.lianjia.com/ershoufang/104109184789.html,"114.317713,30.470413",96780,0.00107813050515,114.318782697,30.4705475872
1308,Feature,Point,"[114.203253983, 30.5160971421]",开来都市丰景,四新,3室2厅,111.99平米,南 北,毛坯,中楼层(共32层),板塔结合,159万,开来都市丰景 清水毛坯 南北边户 满五唯一,https://wh.lianjia.com/ershoufang/104106597969.html,"114.199298,30.521304",22205,0.00653920260334,114.203253983,30.5160971421
1309,Feature,Point,"[114.369157944, 30.4986670321]",城投瀚城,卓刀泉,4室2厅,217.2平米,南 北,精装,中楼层(共11层),板楼,565万,城投瀚城  满二 无贷款 电梯入户 与富人为邻,https://wh.lianjia.com/ershoufang/104108534260.html,"114.369150,30.498654",126705,1.5262538939e-05,114.369157944,30.4986670321
1310,Feature,Point,"[114.241907, 30.548883]",墨水湖小区,钟家村,3室2厅,106.24平米,南,简装,低楼层(共7层),塔楼,110万,离五里墩地铁站近，楼层好，单价便宜,https://wh.lianjia.com/ershoufang/104106930949.html,"114.241907,30.548883",37129,0.0,114.241907,30.548883
1311,Feature,Point,"[114.222646, 30.589082]",保利香槟国际,宗关,3室2厅,90.83平米,东南,精装,中楼层(共34层),塔楼,178万,宗关保利香槟正规三房  中高楼层  视野开阔 诚意出售,https://wh.lianjia.com/ershoufang/104107565112.html,"114.222646,30.589082",28874,0.0,114.222646,30.589082
1312,Feature,Point,"[114.290272146, 30.4957311403]",保利上城西区,白沙洲,3室2厅,104.7平米,南,精装,低楼层(共34层),板塔结合,166万,5号线地铁口，精装通透三房，没有住过人，满两年过户,https://wh.lianjia.com/ershoufang/104108700465.html,"114.290766,30.495343",71495,0.000628127905512,114.290272146,30.4957311403
1313,Feature,Point,"[114.300465576, 30.6424354952]",鼎盛华城,后湖,3室2厅,100.53平米,东南,简装,中楼层(共32层),板楼,175万,一百平大三房，中间楼层，中间楼栋，,https://wh.lianjia.com/ershoufang/104107399853.html,"114.300347,30.642771",79209,0.000355842264798,114.300465576,30.6424354952
1314,Feature,Point,"[114.315821557, 30.6491596395]",中海万锦江城,百步亭,3室2厅,96.04平米,东南,精装,低楼层(共32层),板楼,223万,万锦通透三房，精装带地暖，楼层佳，证满两年,https://wh.lianjia.com/ershoufang/104108956425.html,"114.315449,30.649117",93617,0.000374989126962,114.315821557,30.6491596395
1315,Feature,Point,"[114.295098, 30.598463]",绿茵仁居,台北香港路,3室2厅,122.94平米,南 北,简装,中楼层(共17层),板楼,230万,地铁口 正规三房 闹中取静 从未出租  产权清晰 无欠款,https://wh.lianjia.com/ershoufang/104108367071.html,"114.295098,30.598463",75166,0.0,114.295098,30.598463
1316,Feature,Point,"[114.267042, 30.620539]",顶琇国际城,唐家墩,3室2厅,90.41平米,南,精装,中楼层(共48层),板塔结合,188万,唐家墩6号线站 新小区环境优美 带固定车位一起出售,https://wh.lianjia.com/ershoufang/104109064759.html,"114.267042,30.620539",53483,0.0,114.267042,30.620539
1317,Feature,Point,"[114.386245116, 30.5993559111]",福星惠誉东湖城三期,团结大道,3室2厅,108.01平米,南 北,精装,中楼层(共32层),板塔结合,235万,二环内星湖公馆通透三房全屋40万装修加智能家电,https://wh.lianjia.com/ershoufang/104110170578.html,"114.386333,30.599389",134511,9.39071710476e-05,114.386245116,30.5993559111
1318,Feature,Point,"[114.23185588, 30.5767258718]",中建御景星城,宗关,3室2厅,126.16平米,南,毛坯,低楼层(共34层),板塔结合,260万,中建纯毛坯，三房，价格低，房东诚售。,https://wh.lianjia.com/ershoufang/104110296367.html,"114.232095,30.577492",31862,0.000802577778981,114.23185588,30.5767258718
1319,Feature,Point,"[114.222646, 30.589082]",保利香槟国际,宗关,3室2厅,90.83平米,东南,精装,中楼层(共34层),塔楼,178万,宗关保利香槟正规三房  中高楼层  视野开阔 诚意出售,https://wh.lianjia.com/ershoufang/104107565112.html,"114.222646,30.589082",28874,0.0,114.222646,30.589082
1320,Feature,Point,"[114.14588875, 30.6578576892]",远洋世界三期水岸一方,金银湖,3室2厅,89.94平米,南,简装,高楼层(共17层),板楼,79万,刚需看房不要错过 边户老证非顶楼格局方正老证无贷款,https://wh.lianjia.com/ershoufang/104108126588.html,"114.144688,30.671650",7673,0.013844480408,114.14588875,30.6578576892
1321,Feature,Point,"[114.233300411, 30.5077437916]",武汉国博新城二期碧园居,四新,3室1厅,95.22平米,西南,毛坯,中楼层(共38层),板塔结合,138万,公摊小，实用面积大，朝南户型，采光好无遮挡，可看江,https://wh.lianjia.com/ershoufang/104110359691.html,"114.231356,30.506472",33167,0.00232340043064,114.233300411,30.5077437916
1322,Feature,Point,"[114.246041681, 30.6197591244]",福星城北区,长港路,3室2厅,129.48平米,南 北,精装,高楼层(共46层),板楼,171万,福星惠誉+南北通透大3房，中高楼层，老证无贷,https://wh.lianjia.com/ershoufang/104108105710.html,"114.246002,30.619903",38237,0.000149247345073,114.246041681,30.6197591244
1323,Feature,Point,"[114.358367311, 30.5628084411]",锦绣江南,中北路,3室2厅,92.41平米,南 北,简装,中楼层(共11层),板塔结合,265万,正规南北通透三房，中高楼层，视野开阔，无遮挡,https://wh.lianjia.com/ershoufang/104107599312.html,"114.358370,30.562810",119137,3.10778452667e-06,114.358367311,30.5628084411
1324,Feature,Point,"[114.209125279, 30.5109948452]",金地澜菲溪岸,四新,3室2厅,92.36平米,西南,精装,高楼层(共29层),板楼,137万,1地铁口，金地三房两厅，27楼采光视野好，老证税少,https://wh.lianjia.com/ershoufang/104110338335.html,"114.210008,30.512460",24486,0.00171051891303,114.209125279,30.5109948452
1325,Feature,Point,"[114.337814158, 30.3806616362]",中锐滨湖尚城,庙山,3室2厅,115.54平米,南 北,精装,高楼层(共33层),板塔结合,129万,三房2厅2卫 拎包入住 满2年 中层,https://wh.lianjia.com/ershoufang/104110005866.html,"114.339897,30.380726",109727,0.00208383624492,114.337814158,30.3806616362
1326,Feature,Point,"[114.407837796, 30.4912098817]",保利时代北区,民族大道,3室2厅,108.06平米,南 北,精装,高楼层(共34层),板塔结合,310万,保利时代北区 业主精装拎包入住 看房方便,https://wh.lianjia.com/ershoufang/104108593723.html,"114.407765,30.491256",146494,8.61749152049e-05,114.407837796,30.4912098817
1327,Feature,Point,"[114.36668, 30.580986]",东湖花园二期,东湖东亭,3室2厅,138.3平米,南 北,精装,高楼层(共14层),板楼,248万,岳家嘴双地铁口通透三房给母子车库可停2台越野,https://wh.lianjia.com/ershoufang/104109098450.html,"114.366680,30.580986",124101,0.0,114.36668,30.580986
1328,Feature,Point,"[114.277543, 30.611533]",安友花园,台北香港路,2室2厅,114.43平米,南 北,简装,中楼层(共7层),板楼,135万,海虹景旁 三眼桥香港路地铁口 穗丰花园隔壁预装电梯房,https://wh.lianjia.com/ershoufang/104107528328.html,"114.277543,30.611533",61724,0.0,114.277543,30.611533
1329,Feature,Point,"[114.290272146, 30.4957311403]",保利上城,白沙洲,3室2厅,125.62平米,南,毛坯,高楼层(共40层),板塔结合,214万,保利上城满二 清水毛坯 南北户型  中间楼栋中间楼层,https://wh.lianjia.com/ershoufang/104110559012.html,"114.290766,30.495343",71495,0.000628127905512,114.290272146,30.4957311403
1330,Feature,Point,"[114.228071876, 30.6528168523]",沿海丽水佳园,金银湖,3室2厅,85.54平米,南,精装,8层,板楼,122万,老证，近地铁电梯复式，采光好，视野开阔，配套齐全,https://wh.lianjia.com/ershoufang/104106912212.html,"114.227513,30.652482",30158,0.000651512430089,114.228071876,30.6528168523
1331,Feature,Point,"[114.271866903, 30.6189612448]",顶琇晶城,唐家墩,2室2厅,92.45平米,南,简装,中楼层(共33层),板楼,145万,6号线唐家墩 朝南户型 采光好 楼层好 两证满两年税低,https://wh.lianjia.com/ershoufang/104108540347.html,"114.271857,30.618967",57390,1.14534941643e-05,114.271866903,30.6189612448
1332,Feature,Point,"[114.410249066, 30.459320714]",万科城市花园,关山大道,3室2厅,127.86平米,南 北,精装,中楼层(共5层),板楼,315万,万科城市花园  精装大三房  满五  拎包入住,https://wh.lianjia.com/ershoufang/104109211429.html,"114.409737,30.459709",148483,0.000642633337401,114.410249066,30.459320714
1333,Feature,Point,"[114.298511382, 30.5065491148]",汇东佳韵,白沙洲,3室1厅,93.91平米,南,精装,低楼层(共11层),板楼,125万,5号地铁口，三房两厅，电梯中间楼层，带80平米大露台,https://wh.lianjia.com/ershoufang/104106633615.html,"114.298626,30.506309",79039,0.000266068417988,114.298511382,30.5065491148
1334,Feature,Point,"[114.293137077, 30.5769565105]",世纪江尚,前进江汉,3室2厅,123.45平米,东南,精装,中楼层(共57层),塔楼,448万,武汉关 世纪江尚 新装修从未住过 三居室东南看江,https://wh.lianjia.com/ershoufang/104110367905.html,"114.295091,30.575563",73075,0.00239993470816,114.293137077,30.5769565105
1335,Feature,Point,"[114.327256624, 30.4804110083]",保利心语二期,珞狮南路,3室2厅,90.94平米,东南,精装,低楼层(共18层),塔楼,156万,心语二期地铁口，满五唯一，人车分流，诚心出售,https://wh.lianjia.com/ershoufang/104109930485.html,"114.326575,30.477590",102250,0.0029021888285,114.327256624,30.4804110083
1336,Feature,Point,"[114.341308517, 30.4802765489]",瑞湖天地,珞狮南路,3室2厅,95.14平米,南,精装,高楼层(共33层),板楼,149万,满二，通透户型，拎包入住，交通方便，环境好,https://wh.lianjia.com/ershoufang/104110578254.html,"114.342506,30.482580",111357,0.00259612259048,114.341308517,30.4802765489
1337,Feature,Point,"[114.289832, 30.59388]",西马名仕,台北香港路,2室2厅,96.67平米,东 北,精装,中楼层(共33层),塔楼,207万,西马名仕精装修大两房，中高楼层采光视野好诚售,https://wh.lianjia.com/ershoufang/104109271224.html,"114.289832,30.593880",70033,0.0,114.289832,30.59388
1338,Feature,Point,"[114.407837796, 30.4912098817]",保利时代北区,民族大道,3室1厅,91.31平米,南 北,精装,中楼层(共34层),板塔结合,238万,满五不唯一 此房不临街 中间楼层 视野好 诚意出售,https://wh.lianjia.com/ershoufang/104110402668.html,"114.407765,30.491256",146494,8.61749152049e-05,114.407837796,30.4912098817
1339,Feature,Point,"[114.353118933, 30.561611489]",复地东湖国际三期,中北路,3室2厅,99.43平米,南 北,精装,低楼层(共33层),板塔结合,430万,汉街旁，双D铁，复地东湖国际三期，诚心出售,https://wh.lianjia.com/ershoufang/104108400707.html,"114.353065,30.561508",116505,0.000116699364412,114.353118933,30.561611489
1340,Feature,Point,"[114.158834816, 30.5034987227]",博学华府,沌口,3室2厅,114.06平米,南,简装,高楼层(共27层),板楼,118万,此房楼层好，采光不错，诚心卖看房方便,https://wh.lianjia.com/ershoufang/104107166934.html,"114.158959,30.503696",10416,0.000233109414099,114.158834816,30.5034987227
1341,Feature,Point,"[114.418358591, 30.6025708976]",首开&华侨城&金茂·东湖金茂府,青山,3室2厅,95.51平米,南,精装,中楼层(共33层),板楼,213万,高铁站金茂府精装修3房诚心出售，看房方便！,https://wh.lianjia.com/ershoufang/104109399599.html,"114.419255,30.603656",152243,0.00140747870805,114.418358591,30.6025708976
1342,Feature,Point,"[114.348834, 30.589711]",欧洲花园,徐东,4室2厅,170.56平米,南 北,简装,中楼层(共17层),塔楼,236万,店长推荐 大四房   老证满五年  产权清晰  西南朝向,https://wh.lianjia.com/ershoufang/104108388846.html,"114.348834,30.589711",114762,0.0,114.348834,30.589711
1343,Feature,Point,"[114.220464131, 30.5804039099]",丽水康城,宗关,3室2厅,141.69平米,西南,精装,中楼层(共28层),板楼,225万,二环轻轨1号线地铁3号线边，精装修大户型，丽水康城,https://wh.lianjia.com/ershoufang/104107657083.html,"114.220468,30.580412",27819,8.96774472054e-06,114.220464131,30.5804039099
1344,Feature,Point,"[114.314360815, 30.624681038]",东立国际,二七,3室2厅,128.71平米,南 北,精装,高楼层(共12层),塔楼,270万,一梯两户精装修，高楼层，双阳台低公摊,https://wh.lianjia.com/ershoufang/104109677353.html,"114.314367,30.624698",91710,1.80544659983e-05,114.314360815,30.624681038
1345,Feature,Point,"[114.404340004, 30.485471109]",金地格林东郡,民族大道,3室2厅,103.21平米,南,简装,中楼层(共29层),板塔结合,255万,诚心出售，中间楼层，采光视野均无遮挡,https://wh.lianjia.com/ershoufang/104110146019.html,"114.405785,30.485404",144931,0.0014465535102,114.404340004,30.485471109
1346,Feature,Point,"[114.410827234, 30.4807415226]",融科天域,关山大道,3室2厅,125.23平米,南 北,精装,中楼层(共32层),板塔结合,365万,软件园 关山大道 融科天域 精装三房两卫 自住装修,https://wh.lianjia.com/ershoufang/104107570723.html,"114.412450,30.480675",148346,0.00162412891953,114.410827234,30.4807415226
1347,Feature,Point,"[114.410827234, 30.4807415226]",融科天域,关山大道,3室2厅,118.5平米,南,精装,中楼层(共33层),板塔结合,365万,融科通透大三房，中间楼层，全明双卫，两梯四户，诚售,https://wh.lianjia.com/ershoufang/104108728457.html,"114.412450,30.480675",148346,0.00162412891953,114.410827234,30.4807415226
1348,Feature,Point,"[114.209285817, 30.6436562625]",万科高尔夫城市花园,金银湖,7室3厅,588.66平米,南 北,精装,3层,板塔结合,1380万,精装修独栋别墅带电梯，私家车位，带院子，视野开阔。,https://wh.lianjia.com/ershoufang/104110332497.html,"114.212710,30.644051",23578,0.00344686044257,114.209285817,30.6436562625
1349,Feature,Point,"[114.380796067, 30.5890506665]",纯水岸东湖天樾一期,东湖东亭,4室2厅,251.78平米,南,精装,3层,板楼,1400万,华侨城天樾一期，前排好位置精装联排别墅，中间户,https://wh.lianjia.com/ershoufang/104110502061.html,"114.383475,30.586500",132109,0.00369899737941,114.380796067,30.5890506665
1350,Feature,Point,"[114.369157944, 30.4986670321]",城投瀚城,卓刀泉,2室2厅,102.62平米,南 北,精装,高楼层(共11层),板楼,235万,此房产证已经满两五年且唯一一套，户型通透，小高层,https://wh.lianjia.com/ershoufang/104110802869.html,"114.369150,30.498654",126705,1.5262538939e-05,114.369157944,30.4986670321
1351,Feature,Point,"[114.311472036, 30.4075168513]",俪湖天地,文化大道,3室2厅,81.16平米,南,精装,中楼层(共25层),板塔结合,106万,永旺旁，精装修三房，楼层好，满五年，楼层好，诚心卖,https://wh.lianjia.com/ershoufang/104110777824.html,"114.313429,30.405879",90806,0.00255191398333,114.311472036,30.4075168513
1352,Feature,Point,"[114.27196536, 30.7154754675]",名流人和天地六期,盘龙城,2室2厅,78.42平米,南,精装,中楼层(共34层),板楼,68万,名流人和天地六期  精装修两房 老证 中间楼层,https://wh.lianjia.com/ershoufang/104110793269.html,"114.275485,30.716337",56877,0.003623548534,114.27196536,30.7154754675
1353,Feature,Point,"[114.271407, 30.611436]",九头鸟小区,新华路万达,2室1厅,68.84平米,东南,简装,高楼层(共8层),暂无数据,66万,单价一万不到~还可以少！就是便宜！地铁口~值得拥有,https://wh.lianjia.com/ershoufang/104110789790.html,"114.271407,30.611436",55534,0.0,114.271407,30.611436
1354,Feature,Point,"[114.213829574, 30.5625111927]",纽宾凯汉city国际社区蜜城,四新,2室1厅,76.3平米,东南,精装,低楼层(共34层),板塔结合,126万,精装老证纽宾凯新上蜜城精致两房诚心出售,https://wh.lianjia.com/ershoufang/104110811607.html,"114.213872,30.562314",25112,0.000201705048122,114.213829574,30.5625111927
1355,Feature,Point,"[114.260400051, 30.6263345155]",华苑社区,杨汊湖,2室1厅,69.13平米,北,精装,低楼层(共7层),板塔结合,88万,精装修2房 拎包入住 老证 带一个阳光房 随时看房,https://wh.lianjia.com/ershoufang/104110779158.html,"114.260376,30.626254",47996,8.40309249134e-05,114.260400051,30.6263345155
1356,Feature,Point,"[114.366936063, 30.4131299061]",梅南山居,庙山,2室2厅,91.77平米,南,简装,低楼层(共3层),平房,65万,梅南山居 精装两房 通透户型 坐北朝南 诚心出售,https://wh.lianjia.com/ershoufang/104110800373.html,"114.368288,30.412823",125354,0.0013863350988,114.366936063,30.4131299061
1357,Feature,Point,"[114.137108, 30.627579]",望丰村,吴家山,2室1厅,71.39平米,南,精装,中楼层(共6层),板楼,67万,美食街边吴祁街边三楼两房可直接入住,https://wh.lianjia.com/ershoufang/104110807327.html,"114.137108,30.627579",6199,0.0,114.137108,30.627579
1358,Feature,Point,"[114.320740507, 30.5340239197]",武汉铁路大东门住宅小区,武昌火车站,2室1厅,65.08平米,南,简装,中楼层(共8层),板楼,118万,楼层好，视野开阔，采光充足，地铁口，满五唯一税费少,https://wh.lianjia.com/ershoufang/104110781262.html,"114.320738,30.533979",96090,4.49896564971e-05,114.320740507,30.5340239197
1359,Feature,Point,"[114.262536984, 30.7261128362]",恒达·盘龙湾荷苑,盘龙城,3室2厅,95.29平米,南,毛坯,中楼层(共33层),板楼,78万,7号线 奥特莱斯旁 好房急售 价格可谈 好楼层,https://wh.lianjia.com/ershoufang/104110789189.html,"114.264518,30.726671",49654,0.00205814752137,114.262536984,30.7261128362
1360,Feature,Point,"[114.376650265, 30.4117140356]",泊樾府,庙山,3室2厅,110.84平米,南,精装,低楼层(共32层),板楼,107万,此房已办证 精装修 视野好 采光好 湖景房,https://wh.lianjia.com/ershoufang/104110804112.html,"114.381230,30.408686",131548,0.00549026158447,114.376650265,30.4117140356
1361,Feature,Point,"[114.136426765, 30.6093497219]",九坤五环璟城,吴家山,3室2厅,107.18平米,南,精装,高楼层(共34层),塔楼,120万,融创五环璟城3房 含精装房加全房家具家电+8万的停车位,https://wh.lianjia.com/ershoufang/104110800780.html,"114.139519,30.607664",5862,0.00352187103954,114.136426765,30.6093497219
1362,Feature,Point,"[114.250536064, 30.5317408058]",新城丽景B区,钟家村,2室2厅,75.65平米,南,精装,高楼层(共30层),塔楼,106万,（店长推荐）精装两居 可直接拎包住 楼层好 视野好,https://wh.lianjia.com/ershoufang/104110852319.html,"114.250571,30.531826",43529,9.20791821813e-05,114.250536064,30.5317408058
1363,Feature,Point,"[114.262536984, 30.7261128362]",恒达·盘龙湾荷苑,盘龙城,3室2厅,95.29平米,南,毛坯,中楼层(共33层),板楼,77万,此房户型方正奥莱成熟商圈次新小区环境优美人车分流。,https://wh.lianjia.com/ershoufang/104110778415.html,"114.264518,30.726671",49654,0.00205814752137,114.262536984,30.7261128362
1364,Feature,Point,"[114.218502, 30.590021]",古田五路13号,古田,3室1厅,89.45平米,南 北,精装,中楼层(共6层),板楼,113.68万,古田五路满五唯一南北通透全明格局中间楼层三房采光好,https://wh.lianjia.com/ershoufang/104110785882.html,"114.218502,30.590021",26646,0.0,114.218502,30.590021
1365,Feature,Point,"[114.249205975, 30.7020647759]",巢上城锦园,盘龙城,3室2厅,118.47平米,南 北,毛坯,中楼层(共32层),板楼,89.4万,巢上城锦园朝南大三房 一线看湖 中间楼层  随时看房,https://wh.lianjia.com/ershoufang/104110838218.html,"114.249206,30.702197",39844,0.000132224111259,114.249205975,30.7020647759
1366,Feature,Point,"[114.210951283, 30.5304834309]",招商樾望,四新,3室2厅,118.32平米,东南,毛坯,中楼层(共29层),板楼,225万,招商樾望 老证一线湖景 采光视野很哇塞 随时看 诚心卖,https://wh.lianjia.com/ershoufang/104110833216.html,"114.209647,30.530308",24424,0.0013160281703,114.210951283,30.5304834309
1367,Feature,Point,"[114.229635, 30.550262]",汉桥城中花园D区,七里庙,2室2厅,80.18平米,东南,毛坯,低楼层(共32层),板塔结合,90万,户型方正，日照时间长，总价低，次新小区，临湖而居,https://wh.lianjia.com/ershoufang/104110843879.html,"114.229635,30.550262",31017,0.0,114.229635,30.550262
1368,Feature,Point,"[114.210951283, 30.5304834309]",招商樾望,四新,3室2厅,117.31平米,南 北,毛坯,高楼层(共27层),板楼,222万,户型方正通透，大阳台，无遮挡，视野开阔可看方岛湖景,https://wh.lianjia.com/ershoufang/104110833568.html,"114.209647,30.530308",24424,0.0013160281703,114.210951283,30.5304834309
1369,Feature,Point,"[114.396617466, 30.4748113419]",正荣紫阙台,民族大道,4室2厅,142.25平米,南,毛坯,高楼层(共24层),板楼,340万,急卖正荣次新房大横厅+1梯1户+入户花园好楼栋好楼层,https://wh.lianjia.com/ershoufang/104110826482.html,"114.397715,30.474684",140637,0.00110489650187,114.396617466,30.4748113419
1370,Feature,Point,"[114.396617466, 30.4748113419]",正荣紫阙台,民族大道,4室2厅,141.45平米,南 北,毛坯,高楼层(共33层),板楼,329万,正荣紫阙台2期，南北通透户型，纯毛坯房，百变装修,https://wh.lianjia.com/ershoufang/104110839039.html,"114.397715,30.474684",140637,0.00110489650187,114.396617466,30.4748113419
1371,Feature,Point,"[114.289231198, 30.6536302794]",首地云梦台,塔子湖,3室2厅,113.63平米,南,精装,低楼层(共50层),板塔结合,234.5万,万科物业，品牌家具，新装修一天未住，拎包直接入住。,https://wh.lianjia.com/ershoufang/104110835460.html,"114.287731,30.654066",69296,0.00156219276757,114.289231198,30.6536302794
1372,Feature,Point,"[114.526896623, 30.7144902444]",鹏湖湾,文化大道,3室2厅,91.45平米,南 北,毛坯,中楼层(共32层),板楼,115万,地铁口，永旺旁，毛坯小三房，楼层好，诚心卖。,https://wh.lianjia.com/ershoufang/104110834755.html,"114.672673,30.788762",165400,0.163606374482,114.526896623,30.7144902444
1373,Feature,Point,"[114.314769574, 30.42752846]",韵湖春晓,文化大道,3室2厅,123.91平米,南,精装,低楼层(共24层),板楼,119万,房子楼层好 精装修 价格便宜 公摊小 近地铁 湖景房,https://wh.lianjia.com/ershoufang/104110792785.html,"114.323114,30.434433",93324,0.0108306102266,114.314769574,30.42752846
1374,Feature,Point,"[114.312441554, 30.4687476005]",东原乐见城一期,珞狮南路,3室2厅,93.55平米,南 北,毛坯,高楼层(共34层),板楼,130万,店长主推 边户三房 主题公园 帝王般享受 采光充足,https://wh.lianjia.com/ershoufang/104110799431.html,"114.311187,30.464843",90554,0.004101196265,114.312441554,30.4687476005
1375,Feature,Point,"[114.120903901, 30.5512508076]",恒大绿洲,中法生态城,3室2厅,111.02平米,北,精装,高楼层(共11层),塔楼,80万,恒大绿洲少有全新房  适合做婚房  证满税少,https://wh.lianjia.com/ershoufang/104105407453.html,"114.124137,30.549764",3889,0.00355858482861,114.120903901,30.5512508076
1376,Feature,Point,"[114.185549251, 30.6281349924]",华生汉口城市广场,长丰常码头,3室1厅,86.24平米,南,简装,高楼层(共9层),板楼,87万,华生南区总价低小三房出售 随时看房,https://wh.lianjia.com/ershoufang/104110533140.html,"114.185532,30.628059",16175,7.79259005734e-05,114.185549251,30.6281349924
1377,Feature,Point,"[114.343052809, 30.5022895777]",丽湖花园,珞狮南路,2室2厅,102.79平米,南,简装,高楼层(共8层),板楼,103万,8号线文治街站无缝对接 区政府 公园旁 低公摊 诚心卖,https://wh.lianjia.com/ershoufang/104110213277.html,"114.342608,30.498922",112883,0.00339682713907,114.343052809,30.5022895777
